City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,nizhniy kuranakh,58.8353,125.4869,14.9,69,5,0.37,RU,1720304210
365,savannakhet,16.566,104.751,25.49,80,65,1.24,LA,1720304212
366,qamdo,31.1667,97.2333,8.78,71,99,2.01,CN,1720304213
367,khandyga,62.6667,135.6,13.79,64,53,1.38,RU,1720304214
368,athlone,53.4333,-7.95,8.91,96,100,2.55,IE,1720304215
369,howard springs,-12.497,131.047,22.95,93,95,2.37,AU,1720304217
370,veinticinco de mayo,-35.4323,-60.1727,4.99,65,100,0.45,AR,1720304218
371,jerez de los caballeros,38.3206,-6.7726,16.86,43,0,3.08,ES,1720304219
372,panna,24.7167,80.2,27.12,83,100,2.92,IN,1720304220
373,kristiansund,63.1115,7.732,12.03,87,40,2.06,NO,1720304222
374,okhotsk,59.3833,143.3,10.88,80,100,0.45,RU,1720304224
375,zapala,-38.8992,-70.0544,0.6,50,37,1.73,AR,1720304225
376,penzberg,47.75,11.3833,16.91,85,100,1.75,DE,1720304227
377,vikhorevka,56.1201,101.1636,19.77,95,12,0.37,RU,1720304228
378,nuuk,64.1835,-51.7216,6.6,87,39,8.49,GL,1720304229
379,vondrozo,-22.8167,47.2833,13.6,91,0,1.84,MG,1720304230
380,candido de abreu,-24.5669,-51.3333,22.17,48,42,1.57,BR,1720304232
381,kabalo,-6.05,26.9167,25.07,34,83,1.91,CD,1720304234
382,bardai,11.65,7.2333,24.39,77,100,3.2,NG,1720304236
383,sheridan,44.8333,-106.9173,15.21,83,100,3.09,US,1720304237
384,columbia falls,48.3725,-114.1815,27.67,28,0,2.57,US,1720304238
385,ceerigaabo,10.6162,47.368,18.88,67,100,7.43,SO,1720304240
386,santa elena de uairen,4.6167,-61.1333,20.49,88,98,1.31,VE,1720304241
387,veraval,20.9,70.3667,28.89,83,100,8.64,IN,1720304242
388,lingdong,46.5669,131.1453,23.56,86,100,1.01,CN,1720304243
389,trondheim,63.4305,10.3951,12.05,92,43,0.45,NO,1720304245
390,alice springs,-23.7,133.8833,11.75,94,100,0.0,AU,1720304246
391,santa ana,33.7456,-117.8678,34.33,57,20,5.66,US,1720304179
392,mari,-7.06,-35.3194,23.45,92,49,2.88,BR,1720304248
393,alexandria,31.2156,29.9553,25.85,76,0,4.69,EG,1720304250
394,terme,41.2092,36.9739,21.96,91,97,5.75,TR,1720304251
395,akureyri,65.6835,-18.0878,5.96,81,100,3.6,IS,1720304252
396,maun,-19.9833,23.4167,7.98,23,0,0.51,BW,1720304255
397,nsanje,-16.92,35.262,17.01,54,0,1.16,MW,1720304256
398,smithers,54.7804,-127.1743,25.18,31,0,4.12,CA,1720304104
399,lac-brome,45.2168,-72.5158,26.99,85,98,1.33,CA,1720304259
400,alo,6.5486,4.2686,25.29,88,100,3.51,NG,1720304260
401,kyabe,9.4515,18.9449,23.73,78,91,0.85,TD,1720304261
402,toliara,-23.35,43.6667,20.07,79,18,2.02,MG,1720304262
403,kabwe,-14.4469,28.4464,13.68,36,0,2.0,ZM,1720304264
404,zaragoza,41.6561,-0.8773,17.25,61,40,10.8,ES,1720304151
405,mount pearl,47.5166,-52.7813,16.92,81,100,8.75,CA,1720304266
406,tucurui,-3.7661,-49.6725,27.05,59,20,0.48,BR,1720304267
407,westport,41.1415,-73.3579,30.16,79,0,3.6,US,1720304048
408,tsengel,49.4783,100.8894,12.19,88,22,1.68,MN,1720304270
409,saipan,15.1355,145.701,29.39,79,40,5.66,MP,1720304271
410,gao,16.6362,1.637,34.62,31,0,3.48,ML,1720304272
411,porto novo,6.4965,2.6036,25.9,88,94,3.41,BJ,1720304273
412,villazon,-22.0866,-65.5942,12.9,12,64,8.06,BO,1720304275
413,balsas,-7.5325,-46.0356,28.95,35,51,2.02,BR,1720304276
414,korla,41.7597,86.1469,21.76,48,63,2.33,CN,1720304277
415,hithadhoo,-0.6,73.0833,28.8,75,99,4.0,MV,1720304279
416,ponta delgada,37.7333,-25.6667,22.4,83,20,3.09,PT,1720304280
417,colares,38.7992,-9.4469,17.09,81,5,10.73,PT,1720304282
418,cabedelo,-6.9811,-34.8339,24.37,86,54,4.47,BR,1720304283
419,bilovods'k,49.2085,39.5897,19.6,72,0,4.95,UA,1720304284
420,new norfolk,-42.7826,147.0587,1.51,95,44,1.11,AU,1720304285
421,yeed,4.55,43.0333,24.9,60,90,7.56,SO,1720304286
422,hanceville,34.0607,-86.7675,32.01,64,97,3.56,US,1720304288
423,prado,-17.3411,-39.2208,23.34,85,71,2.99,BR,1720304289
424,pacific grove,36.6177,-121.9166,21.97,81,20,3.58,US,1720304158
425,fenoarivo be,-18.4333,46.5667,12.5,63,0,1.22,MG,1720304291
426,illizi,26.4833,8.4667,33.89,17,0,2.97,DZ,1720304293
427,oranjemund,-28.55,16.4333,14.56,80,86,11.48,NA,1720304294
428,colonia,50.9333,6.95,15.48,60,0,2.57,DE,1720304295
429,bengkulu,-3.8004,102.2655,24.49,86,100,1.85,ID,1720304296
430,altay,47.8667,88.1167,13.07,87,100,1.62,CN,1720304298
431,huanggang,23.677,116.9996,25.94,91,0,0.76,CN,1720304299
432,bilajer,40.5681,50.0378,24.9,78,20,4.12,AZ,1720304300
433,biloela,-24.4167,150.5,16.59,71,13,6.0,AU,1720304301
434,weno,7.4515,151.8468,27.97,83,100,2.57,FM,1720304302
435,tongliao,43.6125,122.2653,20.63,86,100,1.35,CN,1720304304
436,satsuma,30.8532,-88.0561,33.49,59,89,1.29,US,1720304305
437,beni saf,35.301,-1.3823,26.16,53,0,3.74,DZ,1720304306
438,alaghsas,17.0187,8.0168,32.47,32,83,5.55,NE,1720304308
439,red hill,33.9996,-79.2581,32.85,62,95,5.76,US,1720304309
440,bridgewater,44.3835,-64.5155,18.15,94,100,7.2,CA,1720304310
441,charters towers,-20.1,146.2667,16.11,80,50,4.78,AU,1720304311
442,kayyerkan,69.3786,87.7439,5.9,90,59,4.02,RU,1720304313
443,santiago,-33.4569,-70.6483,13.02,52,20,3.6,CL,1720304315
444,orkney,-26.9802,26.6727,6.52,16,0,2.89,ZA,1720304316
445,selfoss,63.9331,-20.9971,11.14,70,85,3.45,IS,1720304317
446,freetown,8.484,-13.2299,25.84,89,75,3.09,SL,1720304319
447,chibougamau,49.9168,-74.3659,23.79,38,20,2.57,CA,1720304320
448,ciudad lazaro cardenas,17.9583,-102.2,30.05,64,9,4.94,MX,1720304321
449,pestravka,52.405,49.9583,22.25,67,7,4.71,RU,1720304322
450,tyukalinsk,55.8732,72.1967,17.69,96,100,4.33,RU,1720304324
451,gaspe,48.8334,-64.4819,17.12,100,100,1.54,CA,1720304068
452,porto seguro,-16.4497,-39.0647,25.29,78,75,3.09,BR,1720304326
453,sendafa,9.15,39.0333,14.36,82,62,2.26,ET,1720304327
454,vila velha,-20.3297,-40.2925,24.97,83,75,3.6,BR,1720304330
455,rochester,43.1548,-77.6156,28.77,57,40,8.23,US,1720304280
456,idaho falls,43.4666,-112.0341,30.32,21,0,8.75,US,1720304335
457,letlhakane,-21.4167,25.5833,10.4,10,0,2.41,BW,1720304336
458,newport,51.5877,-2.9984,13.3,90,10,4.89,GB,1720304337
459,whangarei,-35.7317,174.3239,12.19,78,53,2.1,NZ,1720304338
460,sabang,5.8933,95.3214,27.3,77,100,4.61,ID,1720304340
461,hadibu,12.65,54.0333,26.11,81,30,8.36,YE,1720304341
462,st. john's,47.5649,-52.7093,17.93,82,100,8.75,CA,1720304052
463,koh kong,11.6175,102.9806,25.81,89,78,1.42,KH,1720304343
464,kavieng,-2.5744,150.7967,27.52,78,100,3.88,PG,1720304345
465,cockburn town,21.4612,-71.1419,28.65,77,100,4.0,TC,1720304346
466,caleta de carquin,-11.0925,-77.6267,19.85,77,88,5.29,PE,1720304347
467,letlhakeng,-24.0944,25.0298,8.62,13,0,2.0,BW,1720304349
468,geneina,13.45,22.45,27.56,50,88,4.88,SD,1720304351
469,lyozna,55.0249,30.7956,15.51,80,30,3.91,BY,1720304352
470,zhanaozen,43.3,52.8,31.39,19,33,1.56,KZ,1720304354
471,aldinga beach,-35.2793,138.4604,13.58,74,88,6.21,AU,1720304355
472,glace bay,46.1969,-59.957,17.1,97,100,4.12,CA,1720304356
473,port hedland,-20.3167,118.5667,10.03,57,12,2.57,AU,1720304357
474,mejit,10.2753,170.8646,28.0,78,97,7.93,MH,1720304359
475,sal rei,16.1833,-22.9167,23.2,85,100,3.81,CV,1720304360
476,trebon,49.0036,14.7707,18.3,91,100,2.19,CZ,1720304361
477,holualoa,19.6228,-155.9522,24.75,81,42,3.5,US,1720304362
478,neyriz,29.1988,54.3278,29.85,28,96,2.35,IR,1720304364
479,yarmouth,41.7057,-70.2286,24.8,89,100,7.2,US,1720304365
480,mont-dore,-22.2833,166.5833,21.67,99,56,6.36,NC,1720304366
481,bikenibeu village,1.3673,173.1241,27.98,89,100,2.57,KI,1720304367
482,ha'il,27.5219,41.6907,32.01,15,0,0.0,SA,1720304369
483,fig tree,-33.0317,148.7511,5.44,91,14,3.55,AU,1720304370
484,glen innes,-29.7333,151.7333,5.81,88,21,4.12,AU,1720304371
485,al matariyah,31.1829,32.0311,26.16,74,0,4.01,EG,1720304373
486,sulphur springs,33.1385,-95.6011,34.75,40,40,4.63,US,1720304375
487,sola,-13.8833,167.55,24.29,69,100,11.8,VU,1720304376
488,san luis,-33.295,-66.3356,6.21,48,19,4.9,AR,1720304377
489,cururupu,-1.8283,-44.8683,23.67,89,63,0.86,BR,1720304378
490,salym,60.0625,71.4789,12.57,80,51,2.56,RU,1720304380
491,rincon,32.296,-81.2354,30.98,69,75,7.2,US,1720304381
492,nabire,-3.3667,135.4833,24.44,92,100,0.73,ID,1720304382
493,sinabang,2.4803,96.3801,26.13,87,100,2.77,ID,1720304383
494,qarqaraly,49.4058,75.4742,14.15,90,100,1.35,KZ,1720304385
495,lakatoro,-16.0999,167.4164,24.64,65,100,7.37,VU,1720304386
496,callao,-12.0667,-77.15,23.18,84,56,6.05,PE,1720304387
497,acapulco de juarez,16.8634,-99.8901,30.9,70,75,5.14,MX,1720304388
498,sodankyla,67.4167,26.6,10.86,83,31,4.34,FI,1720304390
499,ganjam,19.3833,85.0667,29.28,77,95,1.35,IN,1720304391
500,thinadhoo,0.5333,72.9333,28.67,73,95,2.96,MV,1720304392
501,la foa,-21.7108,165.8276,20.07,48,0,4.85,NC,1720304393
502,kattivakkam,13.2167,80.3167,29.05,88,100,2.65,IN,1720304395
503,mossel bay,-34.1831,22.146,22.96,37,100,5.79,ZA,1720304396
504,seeb,23.6703,58.1891,35.05,29,0,2.06,OM,1720304397
505,middelburg,-25.7751,29.4648,6.03,18,0,1.04,ZA,1720304398
506,tinghir,31.5157,-5.5343,26.65,23,0,3.2,MA,1720304400
507,tezu,27.9167,96.1667,23.48,97,100,1.61,IN,1720304401
508,soata,6.3337,-72.6828,13.55,80,80,0.21,CO,1720304402
509,waingapu,-9.6567,120.2641,21.75,84,85,3.58,ID,1720304403
510,ghadamis,30.1337,9.5007,32.51,13,0,3.28,LY,1720304405
511,katsuura,35.1333,140.3,27.01,90,100,1.09,JP,1720304406
512,sao jose da coroa grande,-8.8978,-35.1478,24.41,89,40,5.33,BR,1720304407
513,grenada,37.1882,-3.6067,22.73,61,0,2.06,ES,1720304408
514,saudarkrokur,65.7461,-19.6394,5.0,87,95,3.69,IS,1720304410
515,wenchang,30.904,118.4887,26.43,80,57,2.05,CN,1720304411
516,berbera,10.4396,45.0143,33.1,46,82,7.64,SO,1720304412
517,saint-joseph,-21.3667,55.6167,19.21,75,12,1.5,RE,1720304413
518,kalmunai,7.4167,81.8167,27.77,72,100,1.82,LK,1720304415
519,cuamba,-14.8031,36.5372,14.04,43,1,1.48,MZ,1720304416
520,igarka,67.4667,86.5833,6.44,87,100,5.18,RU,1720304417
521,shingu,33.7333,135.9833,27.04,79,100,1.99,JP,1720304418
522,itoman,26.1247,127.6694,30.22,86,20,3.09,JP,1720304420
523,kem',64.9555,34.5793,11.29,86,14,4.45,RU,1720304421
524,arkhangel'sk,64.5401,40.5433,11.06,100,20,2.0,RU,1720304396
525,fort st. john,56.2499,-120.8529,23.94,35,0,1.03,CA,1720304299
526,quang ngai,15.1167,108.8,23.47,92,52,1.7,VN,1720304424
527,castillos,-34.1667,-53.8333,4.6,80,32,2.09,UY,1720304426
528,kupino,54.3663,77.2981,16.22,97,76,3.21,RU,1720304427
529,otjimbingwe,-22.35,16.1333,14.52,39,0,1.12,NA,1720304428
530,santiago de cao,-7.9589,-79.2392,19.07,82,20,6.17,PE,1720304429
531,new plymouth,-39.0667,174.0833,12.12,100,61,4.49,NZ,1720303996
532,manismata,-2.4667,111.0333,22.87,99,100,0.68,ID,1720304432
533,urangan,-25.3,152.9,19.04,68,59,6.86,AU,1720304433
534,mata-utu,-13.2816,-176.1745,27.82,75,87,5.57,WF,1720304434
535,gornyy,55.1153,83.9059,16.26,97,100,1.3,RU,1720304436
536,malanje,-9.5402,16.341,17.57,20,33,1.25,AO,1720304437
537,pacasmayo,-7.4006,-79.5714,20.02,79,66,7.16,PE,1720304438
538,ocean shores,46.9737,-124.1563,19.45,79,17,3.58,US,1720304440
539,blackfoot,43.1905,-112.345,31.05,7,3,5.02,US,1720304441
540,six-fours-les-plages,43.0938,5.84,22.83,82,56,0.45,FR,1720304442
541,ginosa,40.5801,16.7561,24.53,79,0,1.39,IT,1720304443
542,madan,41.5,24.95,15.18,64,0,1.9,BG,1720304445
543,jieshi,22.8134,115.8257,28.76,80,2,2.67,CN,1720304446
544,san pedro pochutla,15.7333,-96.4667,29.84,58,83,1.99,MX,1720304447
545,tuban,-6.8976,112.0649,24.07,89,50,2.3,ID,1720304448
546,namsos,64.4662,11.4957,10.95,87,40,1.03,NO,1720304450
547,port douglas,-16.4833,145.4667,23.02,77,97,7.85,AU,1720304451
548,princeville,45.7668,-61.2985,16.95,98,100,4.63,CA,1720304452
549,nizhnyaya tura,58.6293,59.8118,13.41,86,0,1.26,RU,1720304453
550,bandarbeyla,9.4942,50.8122,24.54,83,71,13.17,SO,1720304455
551,eldorado at santa fe,35.5264,-105.9347,31.18,19,40,7.72,US,1720304456
552,taltal,-25.4,-70.4833,14.15,83,17,2.23,CL,1720304457
553,lerwick,60.1545,-1.1494,10.0,88,100,6.0,GB,1720304458
554,embi,48.8264,58.1442,22.92,65,4,2.98,KZ,1720304460
555,ciudad bolivar,8.1222,-63.5497,28.52,71,84,0.97,VE,1720304461
556,zamboanguita,9.1025,123.1996,26.52,80,99,2.58,PH,1720304462
557,kalabo,-14.97,22.6814,13.08,16,2,2.69,ZM,1720304463
558,laminusa,5.5549,120.9136,28.42,75,55,3.17,PH,1720304465
559,tela,15.7833,-87.45,31.97,70,40,4.12,HN,1720304466
560,tianshui,34.5439,105.6897,21.15,85,99,1.48,CN,1720304467
561,kurumkan,54.3,110.3,21.19,80,29,0.31,RU,1720304468
562,karratha,-20.7377,116.8463,15.28,37,9,3.13,AU,1720304470
563,karbala,32.616,44.0249,33.26,21,0,4.8,IQ,1720304471
564,ndele,8.4109,20.6473,20.56,90,99,1.27,CF,1720304472
565,panshan,41.1881,122.0494,21.02,94,13,1.76,CN,1720304473
566,bereeda,11.8704,51.0579,31.71,54,37,6.53,SO,1720304475
